"season","week","contestant","artist","result","song","timesOnBillboard","isOnBillboard"
"Season_09","songs_01","Tim Urban","The Rolling Stones","Bottom three","Under My Thumb",0,FALSE
"Season_09","songs_01","Siobhan Magnus","The Rolling Stones","Safe","Paint It, Black",11,TRUE
"Season_09","songs_01","Lee DeWyze","The Rolling Stones","Safe","Beast of Burden",0,FALSE
"Season_09","songs_01","Paige Miles","The Rolling Stones","Bottom three","Honky Tonk Women",15,TRUE
"Season_09","songs_01","Aaron Kelly","Cobra Starship","Safe","Angie",16,TRUE
"Season_09","songs_01","Crystal Bowersox","The Rolling Stones","Safe","You Can't Always Get What You Want",9,TRUE
"Season_09","songs_02","Lee DeWyze","The Box Tops","Safe","The Letter",43,TRUE
"Season_09","songs_02","Paige Miles","FLAG","Eliminated","Against All Odds (Take a Look at Me Now)",0,FALSE
"Season_09","songs_02","Tim Urban","Queen","Bottom three","Crazy Little Thing Called Love",32,TRUE
"Season_09","songs_02","Aaron Kelly","Aerosmith","Safe","I Don't Want to Miss a Thing",0,FALSE
"Season_09","songs_02","Crystal Bowersox","Kris Kristofferson","Safe","Me and Bobby McGee",0,FALSE
"Season_09","songs_02","Michael Lynche","Percy Sledge","Safe","When a Man Loves a Woman",0,FALSE
"Season_09","songs_02","Andrew Garcia","Marvin Gaye","Safe","I Heard It Through the Grapevine",0,FALSE
"Season_09","songs_02","Katie Stevens","Frankie Valli & The Four Seasons","Bottom three","Big Girls Don't Cry",64,TRUE
"Season_09","songs_02","Casey James","Jennifer Rush","Safe","The Power of Love",0,FALSE
"Season_09","songs_02","Didi Benami","Linda Ronstadt","Safe","You're No Good",28,TRUE
"Season_09","songs_02","Siobhan Magnus","Stevie Wonder","Safe","Superstition",16,TRUE
"Season_09","songs_03","Siobhan Magnus","Chaka Khan","Safe","Through the Fire",19,TRUE
"Season_09","songs_03","Casey James","Sam & Dave","Safe","Hold On, I'm A Comin'",0,FALSE
"Season_09","songs_03","Michael Lynche","BLACKPINK","Safe","Ready for Love",0,FALSE
"Season_09","songs_03","Didi Benami","Jimmy Ruffin","Eliminated","What Becomes of the Brokenhearted",0,FALSE
"Season_09","songs_03","Tim Urban","Anita Baker","Bottom three","Sweet Love",46,TRUE
"Season_09","songs_03","Andrew Garcia","Drake,Kanye West,Lil Wayne,Eminem","Safe","Forever",184,TRUE
"Season_09","songs_03","Katie Stevens","Aretha Franklin","Bottom three","Chain of Fools",0,FALSE
"Season_09","songs_03","Lee DeWyze","Cornelius Brothers & Sister Rose","Safe","Treat Her Like a Lady",0,FALSE
"Season_09","songs_03","Crystal Bowersox","Gladys Knight & The Pips","Safe","Midnight Train to Georgia",0,FALSE
"Season_09","songs_03","Aaron Kelly","Bill Withers","Safe","Ain't No Sunshine",18,TRUE
"Season_09","songs_04","Aaron Kelly","The Beatles","Bottom three","The Long and Winding Road",0,FALSE
"Season_09","songs_04","Katie Stevens","The Beatles","Safe","Let It Be",27,TRUE
"Season_09","songs_04","Andrew Garcia","The Beatles","Bottom three","Can't Buy Me Love",10,TRUE
"Season_09","songs_04","Michael Lynche","The Beatles","Judge's Save","Eleanor Rigby",27,TRUE
"Season_09","songs_04","Crystal Bowersox","The Beatles","Safe","Come Together",20,TRUE
"Season_09","songs_04","Tim Urban","The Beatles","Safe","All My Loving",7,TRUE
"Season_09","songs_04","Casey James","John Lennon","Safe","Jealous Guy",4,TRUE
"Season_09","songs_04","Siobhan Magnus","The Beatles","Safe","Across the Universe",0,FALSE
"Season_09","songs_04","Lee DeWyze","The Beatles","Safe","Hey Jude",28,TRUE
"Season_09","songs_05","Crystal Bowersox","Khalid","Safe","Saved",16,TRUE
"Season_09","songs_05","Andrew Garcia","Elvis Presley","Eliminated","Hound Dog",0,FALSE
"Season_09","songs_05","Tim Urban","Elvis Presley","Safe","Can't Help Falling in Love",0,FALSE
"Season_09","songs_05","Lee DeWyze","Elvis Presley,Junkie XL","Safe","A Little Less Conversation",13,TRUE
"Season_09","songs_05","Aaron Kelly","Elvis Presley","Safe","Blue Suede Shoes",10,TRUE
"Season_09","songs_05","Siobhan Magnus","Elvis Presley","Safe","Suspicious Minds",20,TRUE
"Season_09","songs_05","Michael Lynche","Elvis Presley","Safe","In the Ghetto",0,FALSE
"Season_09","songs_05","Katie Stevens","Elvis Presley","Eliminated","Baby What You Want Me to Do",0,FALSE
"Season_09","songs_05","Casey James","Lloyd Price","Safe","Lawdy Miss Clawdy",9,TRUE
"Season_09","songs_06","Casey James","Queen","Bottom three","Don't Stop",47,TRUE
"Season_09","songs_06","Lee DeWyze","Simon & Garfunkel","Safe","The Boxer",11,TRUE
"Season_09","songs_06","Tim Urban","Currents","Eliminated","Better Days",53,TRUE
"Season_09","songs_06","Aaron Kelly","R. Kelly","Bottom three","I Believe I Can Fly",1,TRUE
"Season_09","songs_06","Siobhan Magnus","Michelle Pfeiffer,Sally Dworsky","Safe","When You Believe",17,TRUE
"Season_09","songs_06","Michael Lynche","Skillet","Safe","Hero",108,TRUE
"Season_09","songs_06","Crystal Bowersox","The Impressions","Safe","People Get Ready",18,TRUE
"Season_09","songs_07","Lee DeWyze","Shania Twain","Safe","You're Still the One",0,FALSE
"Season_09","songs_07","Michael Lynche","Shania Twain","Bottom three","It Only Hurts When I'm Breathing",7,TRUE
"Season_09","songs_07","Casey James","Shania Twain","Bottom three","Don't!",0,FALSE
"Season_09","songs_07","Crystal Bowersox","Shania Twain","Safe","No One Needs to Know",0,FALSE
"Season_09","songs_07","Aaron Kelly","Randy Newman","Safe","You've Got a Way",0,FALSE
"Season_09","songs_07","Siobhan Magnus","Shania Twain","Eliminated","Any Man of Mine",0,FALSE
"Season_09","songs_08","Aaron Kelly","Frank Sinatra,Count Basie","Eliminated","Fly Me to the Moon",0,FALSE
"Season_09","songs_08","Casey James","Ella Fitzgerald","Safe","Blue Skies",0,FALSE
"Season_09","songs_08","Crystal Bowersox","Frank Sinatra","Safe","Summer Wind",11,TRUE
"Season_09","songs_08","Michael Lynche","Frank Sinatra","Bottom two","The Way You Look Tonight",13,TRUE
"Season_09","songs_08","Lee DeWyze","Frank Sinatra","Safe","That's Life",15,TRUE
"Season_09","songs_09","Lee DeWyze","Seal","Safe","Kiss from a Rose",0,FALSE
"Season_09","songs_09","Michael Lynche","Michael Jackson","Eliminated","Will You Be There",20,TRUE
"Season_09","songs_09","Lee DeWyze","Glen Hansard,Markéta Irglová","Safe","Falling Slowly",6,TRUE
"Season_09","songs_09","Crystal Bowersox","Glen Hansard,Markéta Irglová","Safe","Falling Slowly",6,TRUE
"Season_09","songs_09","Casey James","Simon & Garfunkel","Safe","Mrs. Robinson",21,TRUE
"Season_09","songs_09","Crystal Bowersox","Jo Dee Messina","Safe","I'm Alright",46,TRUE
"Season_09","songs_09","Michael Lynche","Bryan Adams","Eliminated","Have You Ever Really Loved a Woman?",0,FALSE
"Season_09","songs_09","Casey James","Bryan Adams","Safe","Have You Ever Really Loved a Woman?",0,FALSE
"Season_09","songs_10","Casey James","Eric Hutchinson","Third place","OK, It's Alright with Me",0,FALSE
"Season_09","songs_10","Crystal Bowersox","Melissa Etheridge","Safe","Come to My Window",0,FALSE
"Season_09","songs_10","Lee DeWyze","Lynyrd Skynyrd","Safe","Simple Man",1,TRUE
"Season_09","songs_10","Casey James","John Mayer","Third place","Daughters",23,TRUE
"Season_09","songs_10","Crystal Bowersox","Paul McCartney","Safe","Maybe I'm Amazed",13,TRUE
"Season_09","songs_10","Lee DeWyze","Jeff Buckley","Safe","Hallelujah",36,TRUE
"Season_09","songs_11","Lee DeWyze","Simon & Garfunkel","Winner","The Boxer",11,TRUE
"Season_09","songs_11","Crystal Bowersox","Kris Kristofferson","Runner-Up","Me and Bobby McGee",0,FALSE
"Season_09","songs_11","Lee DeWyze","R.E.M.","Winner","Everybody Hurts",20,TRUE
"Season_09","songs_11","Crystal Bowersox","Alannah Myles","Runner-Up","Black Velvet",24,TRUE
"Season_09","songs_11","Lee DeWyze","U2","Winner","Beautiful Day",27,TRUE
"Season_09","songs_11","Crystal Bowersox","MLK Song","Runner-Up","Up to the Mountain",0,FALSE
"Season_10","songs_01","Clint Jun Gamboa","Stevie Wonder","Eliminated","Superstition",16,TRUE
"Season_10","songs_01","Jovany Barreto","Edwin McCain","Wild Card","I'll Be",64,TRUE
"Season_10","songs_01","Jordan Dorsey","NewJeans","Eliminated","OMG",37,TRUE
"Season_10","songs_01","Tim Halperin","Rob Thomas","Eliminated","Streetcorner Symphony",20,TRUE
"Season_10","songs_01","Brett Loewenstern","The Doors","Eliminated","Light My Fire",35,TRUE
"Season_10","songs_01","James Durbin","Judas Priest","Advanced","You've Got Another Thing Comin'",7,TRUE
"Season_10","songs_01","Robbie Rosen","Halle","Wild Card","Angel",205,TRUE
"Season_10","songs_01","Scotty McCreery","John Michael Montgomery","Advanced","Letters from Home",0,FALSE
"Season_10","songs_01","Stefano Langone","Billy Joel","Wild Card","Just the Way You Are",0,FALSE
"Season_10","songs_01","Paul McDonald","Rod Stewart","Advanced","Maggie May",0,FALSE
"Season_10","songs_01","Jacob Lusk","Luther Vandross","Advanced","A House Is Not a Home",0,FALSE
"Season_10","songs_01","Casey Abrams","Nina Simone","Advanced","I Put a Spell on You",0,FALSE
"Season_10","songs_02","Ta-Tynisa Wilson","In the World","Eliminated","Only Girl",0,FALSE
"Season_10","songs_02","Naima Adedapo","Kenny Chesney","Wild Card","Summertime",68,TRUE
"Season_10","songs_02","Kendra Chantelle","James Arthur","Wild Card","Impossible",24,TRUE
"Season_10","songs_02","Rachel Zevita","NATTI NATASHA,Ozuna","Eliminated","Criminal",29,TRUE
"Season_10","songs_02","Karen Rodriguez","Skillet","Advanced","Hero",108,TRUE
"Season_10","songs_02","Lauren Turner","Etta James","Eliminated","Seven Day Fool",1,TRUE
"Season_10","songs_02","Ashthon Jones","Monica","Wild Card","Love All Over Me",17,TRUE
"Season_10","songs_02","Julie Zorrilla","Kelly Clarkson","Eliminated","Breakaway",56,TRUE
"Season_10","songs_02","Haley Reinhart","Alicia Keys","Advanced","Fallin'",45,TRUE
"Season_10","songs_02","Thia Megia","Irene Cara","Advanced","Out Here on My Own",0,FALSE
"Season_10","songs_02","Lauren Alaina","Reba McEntire","Advanced","Turn On the Radio",0,FALSE
"Season_10","songs_02","Pia Toscano","Pretenders","Advanced","I'll Stand by You",0,FALSE
"Season_10","songs_03","Ashthon Jones","Jennifer Holliday","Advanced","And I Am Telling You I'm Not Going",28,TRUE
"Season_10","songs_03","Stefano Langone","Smokie Norful","Advanced","I Need You Now",6,TRUE
"Season_10","songs_03","Kendra Chantelle","Oscar Peterson Trio","Eliminated","Georgia on My Mind",0,FALSE
"Season_10","songs_03","Jovany Barreto","Halle","Eliminated","Angel",205,TRUE
"Season_10","songs_03","Naima Adedapo","Ahmad Jamal","Advanced","For All We Know",15,TRUE
"Season_10","songs_03","Robbie Rosen","Elton John","Eliminated","Sorry Seems to Be the Hardest Word",0,FALSE
"Season_10","songs_04","Lauren Alaina","Shania Twain","Safe","Any Man of Mine",0,FALSE
"Season_10","songs_04","Casey Abrams","The Beatles","Safe","With a Little Help from My Friends",0,FALSE
"Season_10","songs_04","Ashthon Jones","Diana Ross","Eliminated","When You Tell Me That You Love Me",4,TRUE
"Season_10","songs_04","Paul McDonald","Ryan Adams","Safe","Come Pick Me Up",0,FALSE
"Season_10","songs_04","Pia Toscano","Céline Dion","Safe","All by Myself",0,FALSE
"Season_10","songs_04","James Durbin","Paul McCartney","Safe","Maybe I'm Amazed",13,TRUE
"Season_10","songs_04","Haley Reinhart","Zach Bryan","Bottom three","Blue",20,TRUE
"Season_10","songs_04","Jacob Lusk","R. Kelly","Safe","I Believe I Can Fly",1,TRUE
"Season_10","songs_04","Thia Megia","Uncle Kracker","Safe","Smile",142,TRUE
"Season_10","songs_04","Stefano Langone","Mike Sherm","Safe","Lately",71,TRUE
"Season_10","songs_04","Karen Rodriguez","Selena","Bottom three","I Could Fall in Love",0,FALSE
"Season_10","songs_04","Scotty McCreery","Jordan Feliz","Safe","The River",6,TRUE
"Season_10","songs_04","Naima Adedapo","Rihanna,JAY-Z","Safe","Umbrella",36,TRUE
"Season_10","songs_05","Naima Adedapo","Tina Turner","Bottom three","What's Love Got to Do with It",0,FALSE
"Season_10","songs_05","Paul McDonald","Elton John","Safe","I Guess That's Why They Call It the Blues",0,FALSE
"Season_10","songs_05","Thia Megia","Judy Kuhn","Safe","Colors of the Wind",0,FALSE
"Season_10","songs_05","James Durbin","Bon Jovi","Safe","I'll Be There for You",0,FALSE
"Season_10","songs_05","Haley Reinhart","Whitney Houston","Bottom three","I'm Your Baby Tonight",19,TRUE
"Season_10","songs_05","Stefano Langone","Harold Melvin & The Blue Notes,Teddy Pendergrass","Safe","If You Don't Know Me by Now",0,FALSE
"Season_10","songs_05","Pia Toscano","Whitney Houston","Safe","Where Do Broken Hearts Go",19,TRUE
"Season_10","songs_05","Scotty McCreery","Travis Tritt","Safe","Can I Trust You with My Heart",0,FALSE
"Season_10","songs_05","Karen Rodriguez","Joy Division","Eliminated","Love Will Lead You Back",20,TRUE
"Season_10","songs_05","Casey Abrams","Nirvana","Safe","Smells Like Teen Spirit",0,FALSE
"Season_10","songs_05","Lauren Alaina","Melissa Etheridge","Safe","I'm the Only One",0,FALSE
"Season_10","songs_05","Jacob Lusk","Jimin","Safe","Alone",96,TRUE
"Season_10","songs_06","Casey Abrams","Marvin Gaye","Judge's Save","I Heard It Through the Grapevine",0,FALSE
"Season_10","songs_06","Thia Megia","Martha Reeves & The Vandellas","Bottom three","(Love Is Like a) Heat Wave",0,FALSE
"Season_10","songs_06","Jacob Lusk","Marvin Gaye,Tammi Terrell","Safe","You're All I Need to Get By",0,FALSE
"Season_10","songs_06","Lauren Alaina","The Supremes","Safe","You Keep Me Hangin' On",50,TRUE
"Season_10","songs_06","Stefano Langone","Adele","Bottom three","Hello",91,TRUE
"Season_10","songs_06","Haley Reinhart","The Miracles","Safe","You've Really Got a Hold on Me",0,FALSE
"Season_10","songs_06","Scotty McCreery","Stevie Wonder","Safe","For Once in My Life",0,FALSE
"Season_10","songs_06","Pia Toscano","Stevie Wonder","Safe","All in Love Is Fair",0,FALSE
"Season_10","songs_06","Paul McDonald","Smokey Robinson & The Miracles","Safe","The Tracks of My Tears",0,FALSE
"Season_10","songs_06","Naima Adedapo","Martha Reeves & The Vandellas","Safe","Dancing in the Street",0,FALSE
"Season_10","songs_06","James Durbin","Stevie Wonder","Safe","Living for the City",0,FALSE
"Season_10","songs_07","Scotty McCreery","Elton John","Safe","Country Comfort",0,FALSE
"Season_10","songs_07","Naima Adedapo","Elton John","Eliminated","I'm Still Standing",16,TRUE
"Season_10","songs_07","Paul McDonald","FLAG","Bottom three","Rocket Man (I Think It's Going to Be a Long, Long Time)",0,FALSE
"Season_10","songs_07","Pia Toscano","Elton John","Safe","Don't Let the Sun Go Down on Me",0,FALSE
"Season_10","songs_07","Stefano Langone","Elton John","Safe","Tiny Dancer",7,TRUE
"Season_10","songs_07","Lauren Alaina","Elton John","Safe","Candle in the Wind",0,FALSE
"Season_10","songs_07","James Durbin","Elton John","Safe","Saturday Night's Alright for Fighting",0,FALSE
"Season_10","songs_07","Thia Megia","Elton John","Eliminated","Daniel",15,TRUE
"Season_10","songs_07","Casey Abrams","Elton John","Safe","Your Song",23,TRUE
"Season_10","songs_07","Jacob Lusk","Elton John","Safe","Sorry Seems to Be the Hardest Word",0,FALSE
"Season_10","songs_07","Haley Reinhart","Elton John","Safe","Bennie and the Jets",0,FALSE
"Season_10","songs_08","Jacob Lusk","Michael Jackson","Bottom three","Man in the Mirror",0,FALSE
"Season_10","songs_08","Haley Reinhart","Big Brother & The Holding Company,Janis Joplin","Safe","Piece of My Heart",0,FALSE
"Season_10","songs_08","Casey Abrams","Creedence Clearwater Revival","Safe","Have You Ever Seen the Rain?",0,FALSE
"Season_10","songs_08","Lauren Alaina","Aretha Franklin","Safe","(You Make Me Feel Like) A Natural Woman",0,FALSE
"Season_10","songs_08","James Durbin","The Beatles","Safe","While My Guitar Gently Weeps",0,FALSE
"Season_10","songs_08","Scotty McCreery","Elvis Presley","Safe","That's All Right",0,FALSE
"Season_10","songs_08","Pia Toscano","Ike & Tina Turner","Eliminated","River Deep – Mountain High",0,FALSE
"Season_10","songs_08","Stefano Langone","Percy Sledge","Bottom three","When a Man Loves a Woman",0,FALSE
"Season_10","songs_08","Paul McDonald","Johnny Cash","Safe","Folsom Prison Blues",12,TRUE
"Season_10","songs_09","Paul McDonald","Bob Seger","Eliminated","Old Time Rock and Roll",0,FALSE
"Season_10","songs_09","Lauren Alaina","Miley Cyrus","Safe","The Climb",34,TRUE
"Season_10","songs_09","Stefano Langone","Boyz II Men","Bottom three","End of the Road",0,FALSE
"Season_10","songs_09","Scotty McCreery","George Strait","Safe","I Cross My Heart",0,FALSE
"Season_10","songs_09","Casey Abrams","Nat King Cole","Safe","Nature Boy",6,TRUE
"Season_10","songs_09","Haley Reinhart","Blondie","Bottom three","Call Me",130,TRUE
"Season_10","songs_09","Jacob Lusk","Simon & Garfunkel","Safe","Bridge over Troubled Water",0,FALSE
"Season_10","songs_09","James Durbin","Sammy Hagar","Safe","Heavy Metal",0,FALSE
"Season_10","songs_10","Scotty McCreery","John Anderson","Safe","Swingin'",13,TRUE
"Season_10","songs_10","James Durbin","Muse","Safe","Uprising",20,TRUE
"Season_10","songs_10","Haley Reinhart","Adele","Bottom three","Rolling in the Deep",0,FALSE
"Season_10","songs_10","Jacob Lusk","Orleans","Bottom three","Dance with My Father",0,FALSE
"Season_10","songs_10","Casey Abrams","Maroon 5","Safe","Harder to Breathe",0,FALSE
"Season_10","songs_10","Stefano Langone","The Chainsmokers,Halsey","Eliminated","Closer",129,TRUE
"Season_10","songs_10","Lauren Alaina","Sara Evans","Safe","Born to Fly",0,FALSE
"Season_10","songs_11","Jacob Lusk","Maxine Brown","Safe","Oh No Not My Baby",13,TRUE
"Season_10","songs_11","Lauren Alaina","Carole King","Safe","Where You Lead",8,TRUE
"Season_10","songs_11","Casey Abrams","Carole King","Eliminated","I Feel the Earth Move",0,FALSE
"Season_10","songs_11","Haley Reinhart","Carole King","Safe","I Feel the Earth Move",0,FALSE
"Season_10","songs_11","Scotty McCreery","James Taylor","Safe","You've Got a Friend",0,FALSE
"Season_10","songs_11","James Durbin","Smokey Robinson","Safe","Will You Love Me Tomorrow",31,TRUE
"Season_10","songs_11","Lauren Alaina","The Drifters","Safe","Up on the Roof",0,FALSE
"Season_10","songs_11","Scotty McCreery","The Drifters","Safe","Up on the Roof",0,FALSE
"Season_10","songs_11","Casey Abrams","Hi-De-Ho","Eliminated","That Old Sweet Roll",0,FALSE
"Season_10","songs_11","Haley Reinhart","Christina Aguilera","Safe","Beautiful",118,TRUE
"Season_10","songs_11","Jacob Lusk","Herman's Hermits","Safe","I'm into Something Good",0,FALSE
"Season_10","songs_11","James Durbin","Herman's Hermits","Safe","I'm into Something Good",0,FALSE
"Season_10","songs_12","James Durbin","Slightly Stoopid","Safe","Closer to the Edge",0,FALSE
"Season_10","songs_12","Jacob Lusk","Jordin Sparks,Chris Brown","Eliminated","No Air",36,TRUE
"Season_10","songs_12","Lauren Alaina","Nickelback","Bottom two","Flat on the Floor",0,FALSE
"Season_10","songs_12","Scotty McCreery","ROSÉ","Safe","Gone",84,TRUE
"Season_10","songs_12","Haley Reinhart","Lady Gaga","Safe","You and I",0,FALSE
"Season_10","songs_12","James Durbin","Lana Del Rey","Safe","Without You",174,TRUE
"Season_10","songs_12","Jacob Lusk","Nazareth","Eliminated","Love Hurts",24,TRUE
"Season_10","songs_12","Lauren Alaina","The Righteous Brothers","Bottom two","Unchained Melody",71,TRUE
"Season_10","songs_12","Scotty McCreery","Willie Nelson","Safe","Always on My Mind",0,FALSE
"Season_10","songs_12","Haley Reinhart","The Animals","Safe","The House of the Rising Sun",0,FALSE
"Season_10","songs_13","James Durbin","Journey","Eliminated","Don't Stop Believin'",32,TRUE
"Season_10","songs_13","Haley Reinhart","Michael Jackson","Safe","Earth Song",0,FALSE
"Season_10","songs_13","Scotty McCreery","FLAG","Safe","Where Were You (When the World Stopped Turning)",0,FALSE
"Season_10","songs_13","Lauren Alaina","Noah Kahan","Safe","Anyway",16,TRUE
"Season_10","songs_13","Haley Reinhart","Who Have Nothing","Safe","I",4,TRUE
"Season_10","songs_13","Scotty McCreery","The Naked And Famous","Safe","Young Blood",27,TRUE
"Season_10","songs_13","Lauren Alaina","Josh Ross","Safe","Trouble",43,TRUE
"Season_10","songs_13","James Durbin","The Searchers","Eliminated","Love Potion No. 9",17,TRUE
"Season_10","songs_14","Scotty McCreery","Lonestar","Safe","Amazed",55,TRUE
"Season_10","songs_14","Lauren Alaina","Faith Hill","Safe","Wild One",23,TRUE
"Season_10","songs_14","Haley Reinhart","Led Zeppelin","Third place","What Is and What Should Never Be",0,FALSE
"Season_10","songs_14","Scotty McCreery","Thompson Square","Safe","Are You Gonna Kiss Me or Not",0,FALSE
"Season_10","songs_14","Lauren Alaina","The Band Perry","Safe","If I Die Young",53,TRUE
"Season_10","songs_14","Haley Reinhart","Fleetwood Mac","Third place","Rhiannon",0,FALSE
"Season_10","songs_14","Scotty McCreery","Kenny Rogers","Safe","She Believes in Me",0,FALSE
"Season_10","songs_14","Lauren Alaina","Lee Ann Womack","Safe","I Hope You Dance",48,TRUE
"Season_10","songs_14","Haley Reinhart","Alanis Morissette","Third place","You Oughta Know",0,FALSE
"Season_10","songs_15","Scotty McCreery","George Strait","Winner","Check Yes or No",0,FALSE
"Season_10","songs_15","Lauren Alaina","Pam Tillis","Runner-up","Maybe It Was Memphis",2,TRUE
"Season_10","songs_15","Scotty McCreery","Scotty McCreery","Winner","I Love You This Big",16,TRUE
"Season_10","songs_15","Lauren Alaina","Lauren Alaina","Runner-up","Like My Mother Does",2,TRUE
"Season_11","20120222_final_judgement_part_1","Reed Grimm","Maroon 5,Christina Aguilera","Wild Card","Moves Like Jagger",49,TRUE
"Season_11","20120222_final_judgement_part_1","Adam Brock","Aretha Franklin","Eliminated","Think",53,TRUE
"Season_11","20120222_final_judgement_part_1","DeAndre Brackensick","Earth, Wind & Fire","Wild Card","Reasons",0,FALSE
"Season_11","20120222_final_judgement_part_1","Colton Dixon","Paramore","Advanced","Decode",14,TRUE
"Season_11","20120222_final_judgement_part_1","Jeremy Rosado","John Mayer","Wild Card","Gravity",8,TRUE
"Season_11","20120222_final_judgement_part_1","Aaron Marcellus","The Jackson 5","Eliminated","Never Can Say Goodbye",47,TRUE
"Season_11","20120222_final_judgement_part_1","Chase Likens","Bonnie Raitt","Eliminated","Storm Warning",12,TRUE
"Season_11","20120222_final_judgement_part_1","Creighton Fraker","Cyndi Lauper","Eliminated","True Colors",24,TRUE
"Season_11","20120222_final_judgement_part_1","Phillip Phillips","Phil Collins","Advanced","In the Air Tonight",0,FALSE
"Season_11","20120222_final_judgement_part_1","Eben Franckewitz","Adele","Eliminated","Set Fire to the Rain",0,FALSE
"Season_11","20120222_final_judgement_part_1","Heejun Han","Thomas Rhett","Advanced","Angels",20,TRUE
"Season_11","20120222_final_judgement_part_1","Joshua Ledet","Jennifer Hudson","Advanced","You Pulled Me Through",0,FALSE
"Season_11","20120222_final_judgement_part_1","Jermaine Jones","Orleans","Advanced","Dance with My Father",0,FALSE
"Season_11","20120223_final_judgement_part_2","Chelsea Sorrell","Carrie Underwood","Eliminated","Cowboy Casanova",20,TRUE
"Season_11","20120223_final_judgement_part_2","Erika Van Pelt","Heart","Wild Card","What About Love",23,TRUE
"Season_11","20120223_final_judgement_part_2","Jen Hirsh","Adele","Wild Card","One and Only",0,FALSE
"Season_11","20120223_final_judgement_part_2","Brielle Von Hugel","Otis Redding","Wild Card","(Sittin' On) The Dock of the Bay",0,FALSE
"Season_11","20120223_final_judgement_part_2","Hallie Day","Michael Bublé","Eliminated","Feeling Good",0,FALSE
"Season_11","20120223_final_judgement_part_2","Skylar Laine","Miki Matsubara","Advanced","Stay with Me",0,FALSE
"Season_11","20120223_final_judgement_part_2","Baylie Brown","Lonestar","Eliminated","Amazed",55,TRUE
"Season_11","20120223_final_judgement_part_2","Hollie Cavanagh","Lea Salonga,Disney","Advanced","Reflection",0,FALSE
"Season_11","20120223_final_judgement_part_2","Haley Johnsen","Are Made of This","Eliminated","Sweet Dreams",96,TRUE
"Season_11","20120223_final_judgement_part_2","Shannon Magrane","Kathy Troccoli","Advanced","Go Light Your World",0,FALSE
"Season_11","20120223_final_judgement_part_2","Jessica Sanchez","Jennifer Hudson","Advanced","Love You I Do",0,FALSE
"Season_11","20120223_final_judgement_part_2","Elise Testone","Adele","Advanced","One and Only",0,FALSE
"Season_11","20120223_final_judgement_part_2","—","Aisha Orazbayeva","—","—",0,FALSE
"Season_11","20120228_semifinalists_boys_perform","Jen Hirsh","The Beatles","Eliminated","Oh! Darling",12,TRUE
"Season_11","20120228_semifinalists_boys_perform","Jeremy Rosado","Carrie Underwood","Wild Card","I Know You Won't",0,FALSE
"Season_11","20120228_semifinalists_boys_perform","Brielle Von Hugel","Van Morrison","Eliminated","Someone Like You",52,TRUE
"Season_11","20120228_semifinalists_boys_perform","DeAndre Brackensick","Oscar Peterson Trio","Wild Card","Georgia on My Mind",0,FALSE
"Season_11","20120228_semifinalists_boys_perform","Erika Van Pelt","Lady Gaga","Wild Card","The Edge of Glory",0,FALSE
"Season_11","20120228_semifinalists_boys_perform","Reed Grimm","Bill Withers","Eliminated","Use Me",12,TRUE
"Season_11","20120229_semifinalists_girls_perform","Joshua Ledet","Skee-Lo","Bottom three (Males)","I Wish",115,TRUE
"Season_11","20120229_semifinalists_girls_perform","Elise Testone","Whitney Houston","Top 13 save","I'm Your Baby Tonight",19,TRUE
"Season_11","20120229_semifinalists_girls_perform","Jermaine Jones","Stevie Wonder","Bottom two (Males)","Knocks Me Off My Feet",20,TRUE
"Season_11","20120229_semifinalists_girls_perform","Erika Van Pelt","Don Williams","Bottom three (Female)","I Believe in You and Me",0,FALSE
"Season_11","20120229_semifinalists_girls_perform","Colton Dixon","Mike Sherm","Safe","Lately",71,TRUE
"Season_11","20120229_semifinalists_girls_perform","Shannon Magrane","Whitney Houston","Bottom two (Female)","I Have Nothing",21,TRUE
"Season_11","20120229_semifinalists_girls_perform","DeAndre Brackensick","Jammin'","Safe","Master Blaster",0,FALSE
"Season_11","20120229_semifinalists_girls_perform","Skylar Laine","Whitney Houston","Safe","Where Do Broken Hearts Go",19,TRUE
"Season_11","20120229_semifinalists_girls_perform","Heejun Han","Stevie Wonder","Safe","All in Love Is Fair",0,FALSE
"Season_11","20120229_semifinalists_girls_perform","Hollie Cavanagh","Whitney Houston","Safe","All the Man That I Need",0,FALSE
"Season_11","20120229_semifinalists_girls_perform","Jeremy Rosado","Rod Wave","Eliminated","Ribbon in the Sky",0,FALSE
"Season_11","20120229_semifinalists_girls_perform","Jessica Sanchez","Dolly Parton","Safe","I Will Always Love You",44,TRUE
"Season_11","20120229_semifinalists_girls_perform","Phillip Phillips","Stevie Wonder","Safe","Superstition",16,TRUE
"Season_11","20120307_top_13_perform","Phillip Phillips","The Black Crowes","Safe","Hard to Handle",0,FALSE
"Season_11","20120307_top_13_perform","Jessica Sanchez","Vicki Sue Robinson","Safe","Turn the Beat Around",0,FALSE
"Season_11","20120307_top_13_perform","Heejun Han","Richard Marx","Safe","Right Here Waiting",21,TRUE
"Season_11","20120307_top_13_perform","Elise Testone","Al Green","Bottom three","Let's Stay Together",38,TRUE
"Season_11","20120307_top_13_perform","DeAndre Brackensick","Lionel Richie,Diana Ross","Safe","Endless Love",48,TRUE
"Season_11","20120307_top_13_perform","Shannon Magrane","Mariah Carey,Boyz II Men","Eliminated","One Sweet Day",27,TRUE
