"season","week","contestant","artist","result","song","timesOnBillboard","isOnBillboard"
"Season_06","20070320_top_11_perform","Sanjaya Malakar","The Kinks","Safe","You Really Got Me",26,TRUE
"Season_06","20070320_top_11_perform","Gina Glocksen","The Rolling Stones","Safe","Paint It Black",0,FALSE
"Season_06","20070320_top_11_perform","Chris Sligh","The Zombies","Safe","She's Not There",30,TRUE
"Season_06","20070320_top_11_perform","Melinda Doolittle","Shirley Bassey","Safe","As Long As He Needs Me",0,FALSE
"Season_06","20070327_top_10_perform","Lakisha Jones","Donna Summer","Safe","Last Dance",21,TRUE
"Season_06","20070327_top_10_perform","Chris Sligh","The Police","Eliminated","Every Little Thing She Does Is Magic",19,TRUE
"Season_06","20070327_top_10_perform","Gina Glocksen","The Pretenders","Safe","I'll Stand by You",0,FALSE
"Season_06","20070327_top_10_perform","Sanjaya Malakar","No Doubt","Safe","Bathwater",0,FALSE
"Season_06","20070327_top_10_perform","Haley Scarnato","Cyndi Lauper","Bottom two","True Colors",24,TRUE
"Season_06","20070327_top_10_perform","Phil Stacey","The Police","Bottom three","Every Breath You Take",23,TRUE
"Season_06","20070327_top_10_perform","Melinda Doolittle","Donna Summer","Safe","Heaven Knows",34,TRUE
"Season_06","20070327_top_10_perform","Blake Lewis","The Cure","Safe","Lovesong",0,FALSE
"Season_06","20070327_top_10_perform","Jordin Sparks","No Doubt","Safe","Hey Baby",49,TRUE
"Season_06","20070327_top_10_perform","Chris Richardson","No Doubt","Safe","Don't Speak",0,FALSE
"Season_06","20070403_top_9_perform","Blake Lewis","Louis Armstrong","Safe","Mack The Knife",40,TRUE
"Season_06","20070403_top_9_perform","Phil Stacey","Fred Astaire","Bottom three","Night And Day",12,TRUE
"Season_06","20070403_top_9_perform","Melinda Doolittle","Ethel Merman","Top three","I Got Rhythm",13,TRUE
"Season_06","20070403_top_9_perform","Chris Richardson","Duke Ellington","Safe","Don't Get Around Much Anymore",9,TRUE
"Season_06","20070403_top_9_perform","Jordin Sparks","John Cullum","Top three","On a Clear Day You Can See Forever",0,FALSE
"Season_06","20070403_top_9_perform","Gina Glocksen","Charlie Chaplin","Eliminated","Smile",142,TRUE
"Season_06","20070403_top_9_perform","Sanjaya Malakar","Fred Astaire","Safe","Cheek to Cheek",0,FALSE
"Season_06","20070403_top_9_perform","Haley Scarnato","Fats Waller","Bottom two","Ain't Misbehavin",0,FALSE
"Season_06","20070403_top_9_perform","Lakisha Jones","Ethel Waters","Top three","Stormy Weather",0,FALSE
"Season_06","20070410_top_8_perform","Melinda Doolittle","Dean Martin","Safe","Sway",11,TRUE
"Season_06","20070410_top_8_perform","Lakisha Jones","Gloria Estefan","Safe","Conga",27,TRUE
"Season_06","20070410_top_8_perform","Chris Richardson","Santana","Bottom three","Smooth",65,TRUE
"Season_06","20070410_top_8_perform","Haley Scarnato","Vicki Sue Robinson","Eliminated","Turn the Beat Around",0,FALSE
"Season_06","20070410_top_8_perform","Phil Stacey","Santana","Bottom two","Maria Maria",26,TRUE
"Season_06","20070410_top_8_perform","Jordin Sparks","Gloria Estefan","Safe","Rhythm Is Gonna Get You",17,TRUE
"Season_06","20070410_top_8_perform","Blake Lewis","Marc Anthony","Safe","I Need to Know",0,FALSE
"Season_06","20070410_top_8_perform","Sanjaya Malakar","Andy Russell","Safe","Bésame Mucho",0,FALSE
"Season_06","20070417_top_7_perform","Phil Stacey","Keith Urban","Safe","Where the Blacktop Ends",0,FALSE
"Season_06","20070417_top_7_perform","Jordin Sparks","Martina McBride","Safe","A Broken Wing",2,TRUE
"Season_06","20070417_top_7_perform","Sanjaya Malakar","Bonnie Raitt","Eliminated","Something to Talk About",0,FALSE
"Season_06","20070417_top_7_perform","Lakisha Jones","Carrie Underwood","Bottom two","Jesus, Take the Wheel",0,FALSE
"Season_06","20070417_top_7_perform","Chris Richardson","Rascal Flatts","Safe","Mayberry",20,TRUE
"Season_06","20070417_top_7_perform","Melinda Doolittle","Julie Reeves","Safe","Trouble Is a Woman",0,FALSE
"Season_06","20070417_top_7_perform","Blake Lewis","Ryan Adams","Bottom three","When the Stars Go Blue",0,FALSE
"Season_06","20070424_top_6_perform","Chris Richardson","Eric Clapton","Safe","Change the World",0,FALSE
"Season_06","20070424_top_6_perform","Melinda Doolittle","Faith Hill","Safe","There Will Come a Day",0,FALSE
"Season_06","20070424_top_6_perform","Blake Lewis","John Lennon","Safe","Imagine",26,TRUE
"Season_06","20070424_top_6_perform","Lakisha Jones","Fantasia","Safe","I Believe",83,TRUE
"Season_06","20070424_top_6_perform","Phil Stacey","Garth Brooks","Safe","The Change",0,FALSE
"Season_06","20070424_top_6_perform","Jordin Sparks","Carousel","Safe","You'll Never Walk Alone",22,TRUE
"Season_06","20070501_top_6_performs_again","Phil Stacey","Jon Bon Jovi","Eliminated","Blaze of Glory",0,FALSE
"Season_06","20070501_top_6_performs_again","Jordin Sparks","Bon Jovi","Safe","Livin' on a Prayer",0,FALSE
"Season_06","20070501_top_6_performs_again","Lakisha Jones","Bon Jovi","Safe","This Ain't a Love Song",0,FALSE
"Season_06","20070501_top_6_performs_again","Blake Lewis","Bon Jovi","Safe","You Give Love a Bad Name",0,FALSE
"Season_06","20070501_top_6_performs_again","Chris Richardson","Bon Jovi","Eliminated","Wanted Dead or Alive",0,FALSE
"Season_06","20070501_top_6_performs_again","Melinda Doolittle","Bon Jovi","Safe","Have a Nice Day",0,FALSE
"Season_06","20070508_top_4_perform","Melinda Doolittle","Bee Gees","Safe","Love You Inside Out",19,TRUE
"Season_06","20070508_top_4_perform","Blake Lewis","Bee Gees","Safe","You Should Be Dancing",20,TRUE
"Season_06","20070508_top_4_perform","Lakisha Jones","Bee Gees","Eliminated","Stayin' Alive",44,TRUE
"Season_06","20070508_top_4_perform","Jordin Sparks","Bee Gees","Safe","To Love Somebody",33,TRUE
"Season_06","20070508_top_4_perform","Melinda Doolittle","Bee Gees","Safe","How Can You Mend a Broken Heart?",0,FALSE
"Season_06","20070508_top_4_perform","Blake Lewis","Bee Gees","Safe","This Is Where I Came In",0,FALSE
"Season_06","20070508_top_4_perform","Lakisha Jones","Bee Gees","Eliminated","Run to Me",0,FALSE
"Season_06","20070508_top_4_perform","Jordin Sparks","Barbra Streisand","Safe","Woman in Love",0,FALSE
"Season_06","20070515_top_3_perform","Jordin Sparks","Rose Royce","Safe","Wishing on a Star",0,FALSE
"Season_06","20070515_top_3_perform","Blake Lewis","The Police","Safe","Roxanne",40,TRUE
"Season_06","20070515_top_3_perform","Melinda Doolittle","Don Williams","Third place","I Believe in You and Me",0,FALSE
"Season_06","20070515_top_3_perform","Jordin Sparks","Donna Summer","Safe","She Works Hard for the Money",0,FALSE
"Season_06","20070515_top_3_perform","Blake Lewis","Maroon 5","Safe","This Love",48,TRUE
"Season_06","20070515_top_3_perform","Melinda Doolittle","Ike & Tina Turner","Third place","Nutbush City Limits",19,TRUE
"Season_06","20070515_top_3_perform","Jordin Sparks","Ben E. King","Safe","I (Who Have Nothing)",37,TRUE
"Season_06","20070515_top_3_perform","Blake Lewis","Robin Thicke","Safe","When I Get You Alone",1,TRUE
"Season_06","20070515_top_3_perform","Melinda Doolittle","Peggy Lee","Third place","I'm a Woman",0,FALSE
"Season_06","20070522_top_2_perform","Blake Lewis","Bon Jovi","Runner-Up","You Give Love a Bad Name",0,FALSE
"Season_06","20070522_top_2_perform","Jordin Sparks","Christina Aguilera","Winner","Fighter",20,TRUE
"Season_06","20070522_top_2_perform","Blake Lewis","Maroon 5","Runner-Up","She Will Be Loved",41,TRUE
"Season_06","20070522_top_2_perform","Jordin Sparks","Martina McBride","Winner","A Broken Wing",2,TRUE
"Season_06","20070522_top_2_perform","Blake Lewis","Jordin Sparks","Runner-Up","This Is My Now",4,TRUE
"Season_06","20070522_top_2_perform","Jordin Sparks","Jordin Sparks","Winner","This Is My Now",4,TRUE
"Season_07","20080219_top_12_men_perform","David Hernandez","Wilson Pickett","Safe","In the Midnight Hour",0,FALSE
"Season_07","20080219_top_12_men_perform","Chikezie","The Spiral Starecase","Safe","More Today Than Yesterday",15,TRUE
"Season_07","20080219_top_12_men_perform","David Cook","The Turtles","Safe","Happy Together",22,TRUE
"Season_07","20080219_top_12_men_perform","Jason Yeager","Andy Williams","Safe","Moon River",45,TRUE
"Season_07","20080219_top_12_men_perform","Robbie Carrico","Harry Nilsson","Safe","One",90,TRUE
"Season_07","20080219_top_12_men_perform","David Archuleta","Smokey Robinson & the Miracles","Safe","Shop Around",32,TRUE
"Season_07","20080219_top_12_men_perform","Danny Noriega","Elvis Presley","Safe","Jailhouse Rock",0,FALSE
"Season_07","20080219_top_12_men_perform","Luke Menard","Fred Neil","Safe","Everybody's Talkin'",12,TRUE
"Season_07","20080219_top_12_men_perform","Colton Berry","Mark James","Eliminated","Suspicious Minds",20,TRUE
"Season_07","20080219_top_12_men_perform","Garrett Haley","Neil Sedaka","Eliminated","Breaking Up Is Hard to Do",0,FALSE
"Season_07","20080219_top_12_men_perform","Jason Castro","The Lovin' Spoonful","Safe","Daydream",12,TRUE
"Season_07","20080219_top_12_men_perform","Michael Johns","The Doors","Safe","Light My Fire",35,TRUE
"Season_07","20080220_top_12_women_perform","Kristy Lee Cook","Fontella Bass","Safe","Rescue Me",25,TRUE
"Season_07","20080220_top_12_women_perform","Joanne Borgella","Dionne Warwick","Eliminated","I Say a Little Prayer",0,FALSE
"Season_07","20080220_top_12_women_perform","Alaina Whitaker","The Spiral Starecase","Safe","More Today Than Yesterday",15,TRUE
"Season_07","20080220_top_12_women_perform","Amanda Overmyer","Big Joe Williams","Safe","Baby, Please Don't Go",0,FALSE
"Season_07","20080220_top_12_women_perform","Amy Davis","Connie Francis","Eliminated","Where the Boys Are",0,FALSE
"Season_07","20080220_top_12_women_perform","Brooke White","The Turtles","Safe","Happy Together",22,TRUE
"Season_07","20080220_top_12_women_perform","Alexandréa Lushington","Blood, Sweat & Tears","Safe","Spinning Wheel",13,TRUE
"Season_07","20080220_top_12_women_perform","Kady Malloy","The Mindbenders","Safe","A Groovy Kind of Love",0,FALSE
"Season_07","20080220_top_12_women_perform","Asia'h Epperson","Erma Franklin","Safe","Piece of My Heart",0,FALSE
"Season_07","20080220_top_12_women_perform","Ramiele Malubay","Dusty Springfield","Safe","You Don't Have to Say You Love Me",0,FALSE
"Season_07","20080220_top_12_women_perform","Syesha Mercado","John D. Loudermilk","Safe","Tobacco Road",13,TRUE
"Season_07","20080220_top_12_women_perform","Carly Smithson","Tony Bennett","Safe","The Shadow of Your Smile",0,FALSE
"Season_07","20080226_top_10_men_perform","Michael Johns","Fleetwood Mac","Safe","Go Your Own Way",16,TRUE
"Season_07","20080226_top_10_men_perform","Jason Castro","Andy Gibb","Safe","I Just Want to Be Your Everything",0,FALSE
"Season_07","20080226_top_10_men_perform","Luke Menard","Queen","Safe","Killer Queen",19,TRUE
"Season_07","20080226_top_10_men_perform","Robbie Carrico","Foreigner","Eliminated","Hot Blooded",17,TRUE
"Season_07","20080226_top_10_men_perform","Danny Noriega","Delaney & Bonnie","Safe","Superstar",65,TRUE
"Season_07","20080226_top_10_men_perform","David Hernandez","The Undisputed Truth","Safe","Papa Was a Rollin' Stone",0,FALSE
"Season_07","20080226_top_10_men_perform","Jason Yeager","The Doobie Brothers","Eliminated","Long Train Running",0,FALSE
"Season_07","20080226_top_10_men_perform","Chikezie","Donny Hathaway","Safe","I Believe to My Soul",0,FALSE
"Season_07","20080226_top_10_men_perform","David Cook","Free","Safe","All Right Now",31,TRUE
"Season_07","20080226_top_10_men_perform","David Archuleta","John Lennon","Safe","Imagine",26,TRUE
"Season_07","20080227_top_10_women_perform","Carly Smithson","Heart","Safe","Crazy on You",0,FALSE
"Season_07","20080227_top_10_women_perform","Syesha Mercado","Billy Paul","Safe","Me and Mrs. Jones",0,FALSE
"Season_07","20080227_top_10_women_perform","Brooke White","Carly Simon","Safe","You're So Vain",17,TRUE
"Season_07","20080227_top_10_women_perform","Ramiele Malubay","Harold Melvin & the Blue Notes","Safe","Don't Leave Me This Way",37,TRUE
"Season_07","20080227_top_10_women_perform","Kristy Lee Cook","Betty Everett","Safe","You're No Good",28,TRUE
"Season_07","20080227_top_10_women_perform","Amanda Overmyer","Kansas","Safe","Carry On Wayward Son",20,TRUE
"Season_07","20080227_top_10_women_perform","Alaina Whitaker","Olivia Newton-John","Eliminated","Hopelessly Devoted to You",0,FALSE
"Season_07","20080227_top_10_women_perform","Alexandréa Lushington","Chicago","Eliminated","If You Leave Me Now",47,TRUE
"Season_07","20080227_top_10_women_perform","Kady Malloy","Heart","Safe","Magic Man",28,TRUE
"Season_07","20080227_top_10_women_perform","Asia'h Epperson","Eric Carmen","Safe","All by Myself",0,FALSE
"Season_07","20080304_top_8_men_perform","Luke Menard","Wham!","Eliminated","Wake Me Up Before You Go-Go",24,TRUE
"Season_07","20080304_top_8_men_perform","David Archuleta","Phil Collins","Advanced","Another Day in Paradise",0,FALSE
"Season_07","20080304_top_8_men_perform","Danny Noriega","Gloria Jones","Eliminated","Tainted Love",43,TRUE
"Season_07","20080304_top_8_men_perform","David Hernandez","Pandora's Box","Advanced","It's All Coming Back to Me Now",0,FALSE
"Season_07","20080304_top_8_men_perform","Michael Johns","Simple Minds","Advanced","Don't You (Forget About Me)",22,TRUE
"Season_07","20080304_top_8_men_perform","David Cook","Lionel Richie","Advanced","Hello",91,TRUE
"Season_07","20080304_top_8_men_perform","Jason Castro","Leonard Cohen","Advanced","Hallelujah",36,TRUE
"Season_07","20080304_top_8_men_perform","Chikezie","Linda Clifford","Advanced","All the Man That I Need",0,FALSE
"Season_07","20080305_top_8_women_perform","Asia'h Epperson","Whitney Houston","Eliminated","I Wanna Dance with Somebody (Who Loves Me)",0,FALSE
"Season_07","20080305_top_8_women_perform","Kady Malloy","Queen","Eliminated","Who Wants to Live Forever",0,FALSE
"Season_07","20080305_top_8_women_perform","Amanda Overmyer","Joan Jett","Advanced","I Hate Myself for Loving You",0,FALSE
"Season_07","20080305_top_8_women_perform","Carly Smithson","Cyndi Lauper","Advanced","I Drove All Night",28,TRUE
"Season_07","20080305_top_8_women_perform","Kristy Lee Cook","Journey","Advanced","Faithfully",17,TRUE
"Season_07","20080305_top_8_women_perform","Ramiele Malubay","Phil Collins","Advanced","Against All Odds (Take a Look at Me Now)",0,FALSE
"Season_07","20080305_top_8_women_perform","Brooke White","Pat Benatar","Advanced","Love Is a Battlefield",0,FALSE
"Season_07","20080305_top_8_women_perform","Syesha Mercado","Whitney Houston","Advanced","Saving All My Love for You",0,FALSE
"Season_07","20080311_top_12_perform","Syesha Mercado","The Beatles","Bottom three","Got to Get You into My Life",0,FALSE
"Season_07","20080311_top_12_perform","Chikezie","Billy Joel","Safe","She's a Woman",0,FALSE
"Season_07","20080311_top_12_perform","Ramiele Malubay","The Beatles","Safe","In My Life",17,TRUE
"Season_07","20080311_top_12_perform","Jason Castro","The Beatles","Safe","If I Fell",9,TRUE
"Season_07","20080311_top_12_perform","Carly Smithson","The Beatles","Safe","Come Together",20,TRUE
"Season_07","20080311_top_12_perform","David Cook","The Beatles","Safe","Eleanor Rigby",27,TRUE
"Season_07","20080311_top_12_perform","Brooke White","The Beatles","Safe","Let It Be",27,TRUE
"Season_07","20080311_top_12_perform","David Hernandez","The Beatles","Eliminated","I Saw Her Standing There",11,TRUE
"Season_07","20080311_top_12_perform","Amanda Overmyer","The Beatles","Safe","You Can't Do That",4,TRUE
"Season_07","20080311_top_12_perform","Michael Johns","The Beatles","Safe","Across the Universe",0,FALSE
"Season_07","20080311_top_12_perform","Kristy Lee Cook","The Beatles","Bottom two","Eight Days a Week",0,FALSE
"Season_07","20080311_top_12_perform","David Archuleta","Stevie Wonder","Safe","We Can Work It Out",23,TRUE
"Season_07","20080318_top_11_perform","Amanda Overmyer","The Beatles","Eliminated","Back in the U.S.S.R.",0,FALSE
"Season_07","20080318_top_11_perform","Kristy Lee Cook","The Beatles","Bottom two","You've Got to Hide Your Love Away",0,FALSE
"Season_07","20080318_top_11_perform","David Archuleta","The Beatles","Safe","The Long and Winding Road",0,FALSE
"Season_07","20080318_top_11_perform","Michael Johns","The Beatles","Safe","A Day in the Life",0,FALSE
"Season_07","20080318_top_11_perform","Brooke White","The Beatles","Safe","Here Comes the Sun",0,FALSE
"Season_07","20080318_top_11_perform","David Cook","The Beatles","Safe","Day Tripper",21,TRUE
"Season_07","20080318_top_11_perform","Carly Smithson","Sarah McLachlan","Bottom three","Blackbird",1,TRUE
"Season_07","20080318_top_11_perform","Jason Castro","Sir Chloe","Safe","Michelle",21,TRUE
"Season_07","20080318_top_11_perform","Syesha Mercado","David Schultz","Safe","Yesterday",30,TRUE
"Season_07","20080318_top_11_perform","Chikezie","The Beatles","Safe","I've Just Seen a Face",0,FALSE
"Season_07","20080318_top_11_perform","Ramiele Malubay","The Beatles","Safe","I Should Have Known Better",4,TRUE
"Season_07","20080325_top_10_perform","Ramiele Malubay","Jimin","Safe","Alone",96,TRUE
"Season_07","20080325_top_10_perform","Jason Castro","Laufey","Bottom three","Fragile",0,FALSE
"Season_07","20080325_top_10_perform","Syesha Mercado","Gladys Knight & The Pips","Bottom two","If I Were Your Woman",15,TRUE
"Season_07","20080325_top_10_perform","Chikezie","Dave Koz,Brian Culbertson","Eliminated","If Only for One Night",0,FALSE
"Season_07","20080325_top_10_perform","Brooke White","The Police","Safe","Every Breath You Take",23,TRUE
"Season_07","20080325_top_10_perform","Michael Johns","Queen","Safe","We Will Rock You / We Are the Champions",0,FALSE
